name,latitude,longitude,district,pedestrian_traffic_estimate,metro_passenger_flow,distance_to_metro,public_transport_stops_count,cafes_300m,cafes_1km,average_competitor_rating,population_density,median_income,office_density,average_rent_m2,available_commercial_spaces,rating
Гелати,55.7526585,37.7918181,Moscow,1203,68000,8387.344026813775,85,1,10,,7818,91780,16,1700,8,4.0
Литали,55.7740816,37.6397113,Moscow,1151,94000,979.6746645228817,85,1,105,,14420,121994,42,3500,13,3.5
Clever,55.7374062,37.5846161,Moscow,356,79000,1430.1358995816265,85,11,54,,13940,86981,17,1800,1,4.5
Pro тесто,55.7357111,37.5841068,Moscow,1486,79000,1509.9666817482273,85,9,57,,7772,126799,16,3500,8,4.3
Platforma934,55.7958218,37.5603584,Moscow,609,71000,2562.238466180821,85,5,29,,9330,84481,17,2300,4,4.6
Unknown,55.8103733,37.5900594,Moscow,295,54000,3567.5068540260045,85,1,58,,6000,62608,11,1700,3,3.6
Baggins Coffee,55.7028962,37.6485533,Moscow,434,62000,3207.6884743282117,85,0,49,,12196,105183,34,1700,1,3.9
Unknown,55.811539,37.6247813,Moscow,741,54000,3888.3167809372435,85,2,19,,6720,112874,48,1950,3,3.8
Unknown,55.5097873,37.5448257,Moscow,378,62000,25269.414800342965,85,0,0,,8997,117154,37,2000,6,3.8
Pho Cafe,55.7324976,37.5842018,Moscow,1398,79000,1755.2039241228515,85,2,62,,11415,119118,19,2000,9,3.8
Мелодия,55.6377999,37.7391941,Moscow,771,62000,12183.53305995207,85,2,5,,13402,114350,32,1800,8,4.6
ФанФан,55.6376053,37.7356752,Moscow,450,62000,12087.599774332266,85,3,5,,7272,110650,34,3500,9,4.2
Coffeesphere,55.6991966,37.6349618,Moscow,1298,62000,3538.680429750165,85,10,36,,12490,120489,40,2100,3,4.6
Beze,55.6993876,37.6350974,Moscow,588,62000,3517.1580644027595,85,10,36,,14995,120197,13,3500,13,3.9
Unknown,55.8161475,37.8645548,Moscow,465,94000,13838.496014080461,85,0,0,,9332,117365,26,2100,5,3.8
Кулинариум,55.7073899,37.5754509,Moscow,1375,79000,4123.125740232645,85,1,19,,11871,81041,23,2000,6,3.5
Street9 Coffee,55.7137775,37.6593829,Moscow,837,62000,2373.246688716883,85,2,41,,7157,116974,16,2400,9,4.6
Хинкали Gали,55.5142297,37.3722409,Moscow,540,79000,28269.859102601633,85,0,0,,11662,60902,47,2300,1,4.7
Матрёшка,55.5583019,37.8122963,Moscow,521,62000,22130.446347122604,85,3,4,,14472,103322,41,2300,11,4.1
Академия,55.5567438,37.8138194,Moscow,1001,62000,22328.396354126435,85,3,4,,9615,66931,11,1700,0,4.5
Донер Шаурма,55.5588677,37.8156416,Moscow,488,62000,22181.17787642826,85,4,6,,13202,81344,42,2400,12,3.6
Coffee Way,55.676118,37.7709861,Moscow,1358,62000,10378.689279573344,85,2,15,,12496,67524,49,1900,9,4.4
Сыто Piano,55.7586445,37.6414816,Moscow,835,85000,667.7306925672405,85,25,198,,10914,110043,40,2100,3,4.3
Unknown,55.7478977,37.7787422,Moscow,645,68000,7623.187528585096,85,4,17,,7807,93691,42,3500,7,3.8
Вареничная №1,55.7613729,37.6233604,Moscow,836,89000,669.705781683243,85,23,178,,9564,65934,43,3500,12,3.8
Пшеница,55.8023827,37.7336067,Moscow,1432,94000,5723.367879149727,85,0,8,,12257,60133,19,2000,6,3.8
Eggsellent,55.7690006,37.5920539,Moscow,617,77000,979.2534805602952,85,15,144,,7308,78812,35,2000,8,4.0
Универ,55.778645,37.5989243,Moscow,1337,54000,196.34723799529513,85,28,217,,9308,128563,28,2100,4,4.7
Суши Мастер,55.8470553,37.3710862,Moscow,485,71000,15416.06578602332,85,3,20,,7851,122866,14,1900,10,3.6
Unknown,55.7849299,37.8480521,Moscow,1311,94000,12112.731539878232,85,1,5,,8656,99522,18,3500,5,3.5
Unknown,55.8104142,37.7954073,Moscow,599,94000,9575.019267372327,85,4,23,,7533,75987,34,1700,13,3.8
Латтезавр,55.7998428,37.8048647,Moscow,406,94000,9737.437443132178,85,0,22,,7946,112316,18,1700,8,4.6
Take & Wake,55.7791902,37.666225,Moscow,1032,94000,786.5148538602336,85,7,77,,13545,116972,35,2400,2,4.5
Cofix,55.7318385,37.6358688,Moscow,1214,62000,117.08699950844948,85,22,136,,13421,126037,48,1900,6,4.0
Загорами,55.7739454,37.6818205,Moscow,670,94000,1692.8673408043953,85,21,84,,11289,129992,49,2400,5,3.9
У Лёвы,55.740596,37.8838243,Moscow,651,68000,14249.974915792249,85,0,2,,6507,69200,30,1700,4,4.3
Кап-Кап,55.8083738,37.5269797,Moscow,352,71000,4987.577604745072,85,7,58,,10186,76056,14,2000,4,3.8
Чайхона Халяль,55.8082357,37.5302649,Moscow,542,71000,4831.892990819871,85,5,52,,5377,126236,16,3500,3,4.2
Кафе 24,55.5427925,37.5584491,Moscow,236,62000,21500.57125963115,85,0,10,,13392,84566,20,2100,7,4.1
Узбекская кухня,55.89368,37.4509587,Moscow,236,71000,15406.076848047103,85,5,20,,6277,63823,43,2000,6,3.9
Ставр,55.7918424,37.6929331,Moscow,950,94000,2954.4519724867637,85,2,24,,11315,104977,31,2100,14,3.8
Stim,55.7760473,37.6782895,Moscow,874,94000,1456.5185084727311,85,12,93,,14498,97928,27,3500,11,4.1
Chiapas,55.5595673,37.5753921,Moscow,655,62000,19450.48646534786,85,0,1,,8248,100307,34,2100,9,4.4
Шоколадница,55.549026,37.554408,Moscow,993,62000,20887.901714373846,85,6,12,,5131,87034,32,2000,7,4.2
Чайхана. Наш Самарканд,55.5490133,37.5543535,Moscow,838,62000,20890.11886313574,85,6,12,,8891,111451,46,1800,11,3.6
Рим,55.7988296,37.7336879,Moscow,1493,94000,5535.981588981278,85,0,11,,12785,60006,10,1800,2,4.3
Unknown,55.7675426,37.8479997,Moscow,648,68000,11944.303483740508,85,2,7,,10763,107287,27,2100,9,3.7
Чайхана,55.8120066,37.8177809,Moscow,321,94000,10934.847218354818,85,0,12,,10359,69708,19,1700,8,4.6
Мама печёт,55.8511882,37.4361746,Moscow,355,71000,12383.572391496387,85,5,33,,11793,123455,47,2000,11,3.5
Dizengof99,55.7846453,37.656239,Moscow,926,94000,964.4306244286721,85,6,35,,11629,124434,31,1700,4,4.3
Дай пять!,55.8445783,37.3718179,Moscow,285,71000,15239.316625803902,85,6,20,,8518,83878,28,2400,10,4.0
Megapolis,55.87803,37.6456472,Moscow,256,54000,11344.032310660452,85,0,12,,10440,125446,24,2100,13,4.5
Тесто,55.7895427,37.631882,Moscow,1373,94000,2087.4001319676845,85,6,21,,12951,113590,34,2000,14,3.6
Нитка,55.7356401,37.624091,Moscow,1362,62000,958.8556538705446,85,9,145,,6375,60816,15,1950,11,4.0
Crosby Coffee,55.7735074,37.6653657,Moscow,996,94000,705.0484034222711,85,8,111,,8454,112058,10,1950,7,3.8
Crosby Coffee Company,55.693334,37.660644,Moscow,996,62000,4442.43733518298,85,7,21,,9046,98472,43,1800,12,3.8
Crosby Coffee Company,55.6944587,37.5290608,Moscow,1354,79000,5950.858602311151,85,5,27,,7604,81967,49,1800,1,4.4
Crosby Coffee,55.7583313,37.7583468,Moscow,364,68000,6280.318697393929,85,0,16,,5381,90496,31,2400,1,4.7
Чайхана,55.8658887,37.3960796,Moscow,578,71000,15345.681125314852,85,1,13,,10202,74800,29,3500,13,4.3
Unknown,55.7493652,37.8686165,Moscow,796,68000,13206.83585196936,85,6,57,,7531,124046,26,1800,0,3.8
From Berlin,55.7732941,37.6193561,Moscow,234,77000,1244.3904914131892,85,26,130,,13056,79253,39,1950,2,4.4
Moose,55.6044547,37.721909,Moscow,493,62000,15045.03108751907,85,1,15,,12518,115506,27,2100,7,4.2
Буханка,55.6047896,37.7217373,Moscow,879,62000,15006.383564821715,85,1,15,,11914,109015,32,1950,0,4.5
Хинкальная,55.8071074,37.8125361,Moscow,894,94000,10438.05353749281,85,0,20,,6074,104493,47,1900,9,4.0
Вспышка,55.7759978,37.6724583,Moscow,1352,94000,1091.8305729484214,85,20,96,,9106,110392,38,3500,1,4.6
CoffeeShots,55.783164,37.6326652,Moscow,1023,94000,1607.878697593609,85,5,48,,9975,116209,12,2100,9,4.1
CoffeeShots,55.7785212,37.5891155,Moscow,283,71000,361.87176740734066,85,34,222,,9095,78277,47,2000,1,4.7
Борис Сонный,55.7807529,37.6117507,Moscow,1255,54000,640.1376434327391,85,5,113,,9303,68523,35,1700,5,3.8
Little Панда,55.8323257,37.4522768,Moscow,352,71000,10276.632033762055,85,1,9,,14558,129335,31,2000,0,3.5
Южное,55.6784004,37.5344483,Moscow,629,79000,7541.239132199246,85,3,19,,6807,61459,46,1950,7,4.0
Хинкали Point,55.7623563,37.5675753,Moscow,554,71000,1925.3152796853706,85,14,77,,14072,67416,19,2300,3,4.3
"Чайхана ""Зейтун""",55.7455524,37.8605168,Moscow,721,68000,12737.06109187424,85,10,50,,6572,76604,41,2100,1,4.7
Coffee Moose,55.7499349,37.8597363,Moscow,428,68000,12648.164620913572,85,13,53,,14976,84194,10,1950,5,4.3
Свой,55.7866783,37.4949341,Moscow,1141,71000,5672.3117660392145,85,1,14,,6120,102430,36,2100,0,4.8
Fabbrica,55.7643965,37.5685175,Moscow,697,71000,1703.479247140531,85,17,75,,10379,126852,40,2400,3,4.6
Шашлычок,55.7771496,37.674006,Moscow,923,94000,1195.4591380815805,85,17,89,,13414,118638,31,1950,8,4.6
Coffee Style,55.7247905,37.6440047,Moscow,1442,62000,817.9977846243762,85,6,83,,8286,121223,42,1700,6,4.3
Чайхана,55.8463623,37.3627236,Moscow,1284,71000,15831.579311500995,85,5,21,,5009,96649,27,2300,14,4.4
Нарта,55.8913639,37.4512507,Moscow,616,71000,15179.996023107498,85,4,20,,11571,62354,31,2000,5,4.6
Cinnabon,55.8469509,37.3576921,Moscow,818,71000,16138.20409864542,85,6,18,,7586,116748,13,1700,11,4.2
Unknown,55.5790209,37.59058,Moscow,1477,62000,17148.372790117188,85,0,7,,11721,67850,16,1700,6,3.8
Yug,55.8057929,37.5843734,Moscow,957,54000,3176.4767380748244,85,29,73,,6745,98782,36,2300,13,3.7
I am your coffee,55.7233444,37.3982341,Moscow,322,79000,10690.395060131725,85,2,6,,10555,123546,13,2000,3,3.9
Cinnabon,55.8019184,37.5316942,Moscow,678,71000,4286.081268646768,85,11,56,,13510,64694,39,2100,11,4.4
МясоRoob,55.6512726,37.6127243,Moscow,1365,62000,8994.89644429876,85,1,11,,6918,83268,22,3500,8,4.2
МясоRoob,55.623695,37.421735,Moscow,701,79000,16112.359128341406,85,5,5,,8285,112355,47,1950,1,4.2
Лайнбер,55.8083426,37.5875357,Moscow,892,54000,3385.7145563748973,85,15,62,,7074,79233,34,2100,13,4.8
Hoi An,55.7836444,37.635861,Moscow,972,94000,1467.9634521867217,85,8,47,,7979,129681,16,1700,1,4.6
Valiko,55.7631437,37.596908,Moscow,533,72000,576.7035772800713,85,13,135,,13356,99662,24,2400,12,3.6
Rockets,55.7582133,37.5979753,Moscow,949,72000,816.1405883652504,85,15,139,,10972,93171,38,1950,5,4.1
Кулинарная лавка братьев Караваевых,55.7776789,37.6332837,Moscow,369,94000,1370.8646928421142,85,16,75,,13514,89243,24,2000,3,3.9
"Чайхона ""Уют""",55.53704,37.7216014,Moscow,590,62000,22211.463417469284,85,0,2,,6286,84076,39,3500,8,4.7
Объедение,55.8568672,37.5167346,Moscow,223,71000,9824.892749330997,85,0,4,,14096,95522,35,1950,1,4.2
Даблби,55.7884042,37.5680575,Moscow,1188,71000,1613.0046019832637,85,4,58,,13214,84481,26,2400,9,4.7
Пинки&Кофе,55.7714645,37.6371452,Moscow,281,94000,1225.2938656007386,85,8,130,,6126,91536,17,3500,13,4.7
Лорэм,55.645849,37.5174553,Moscow,347,79000,11313.312743714841,85,7,26,,8767,73019,32,2100,11,4.6
Старт кофе,55.8138378,37.6612911,Moscow,1217,94000,4225.709378196599,85,0,3,,6380,113289,22,1950,14,4.2
Клёвое бистро,55.6841867,37.5507872,Moscow,1457,79000,6710.255143101233,85,2,14,,14919,116627,35,2400,12,4.2
Город,55.7082097,37.5449646,Moscow,974,79000,4172.773891388087,85,2,9,,7878,106444,13,1900,2,3.5
Colorcoffee,55.8113353,37.4979138,Moscow,1340,71000,6598.063153195153,85,5,39,,9377,76201,23,1900,8,4.5
Ванильное небо,55.7885233,37.5887507,Moscow,713,71000,1315.3152081643086,85,3,134,,9216,116802,31,1800,0,3.8
Brasserie Bruxelles,55.8006463,37.5840971,Moscow,804,71000,2629.355601693154,85,8,105,,6643,92235,17,2400,0,4.8
"Алло, пицца",55.6267169,37.5109608,Moscow,997,79000,13474.041517231288,85,0,11,,12931,95439,10,1700,4,4.1
Груzinsкий Буffет,55.7899913,37.6338119,Moscow,474,94000,2043.4349763687035,85,6,20,,14904,60334,46,1950,13,4.4
Старые друзья,55.8662654,37.459165,Moscow,673,71000,12622.625574923064,85,1,9,,14476,81959,20,1950,9,3.6
Штолле,55.7824641,37.5984724,Moscow,1358,54000,443.88085997875896,85,43,172,,10546,65682,38,2000,6,3.7
Дафеншо,55.7818895,37.6010849,Moscow,1483,54000,326.3536962756073,85,43,176,,8729,126474,30,1800,2,4.6
Пицца Императрица,55.7205682,37.8996088,Moscow,1376,68000,15657.600587945904,85,1,3,,10039,80570,35,3500,7,4.6
Unknown,55.7321661,37.7643138,Moscow,729,68000,7204.380123071558,85,1,10,,11177,110047,13,2300,5,4.0
Eda,55.7949238,37.700083,Moscow,248,94000,3517.568174026365,85,2,27,,7662,67188,10,2100,0,3.7
Unknown,55.8385876,37.639533,Moscow,313,94000,7026.217700662219,85,1,27,,10384,95491,39,2000,5,3.6
Frankie,55.7303742,37.6254512,Moscow,1382,62000,726.4343384804981,85,20,118,,14024,99305,41,1950,8,3.6
Арти Кофе,55.8002617,37.5039542,Moscow,1019,71000,5633.321714375066,85,0,42,,12588,103094,38,2000,8,4.5
Crosta,55.7313376,37.590014,Moscow,377,79000,2105.8212007804223,85,2,65,,10626,66905,38,1800,7,4.6
Кофе и Ко,55.7964278,37.5620198,Moscow,513,71000,2560.3396958962026,85,4,29,,10688,115699,15,2300,3,4.0
Pear-6,55.7540267,37.6501693,Moscow,1411,68000,591.0933613428848,85,7,159,,14932,90607,47,3500,10,4.7
Q Lounge,55.6534261,37.4219683,Moscow,254,79000,13482.00932802098,85,0,9,,7034,78639,36,1700,8,4.8
Aioku,55.686311,37.858434,Moscow,225,62000,14735.402555329732,85,3,8,,10660,71824,13,2000,2,4.1
Фуд-Корт №1AS,55.5553524,37.7090263,Moscow,243,62000,20047.277813804096,85,0,2,,9214,73615,24,1800,8,4.5
POMODORO,55.5099272,37.7832471,Moscow,243,62000,26241.26104955067,85,0,2,,9350,98540,48,1900,9,4.2
Скалка,55.7199454,37.6061497,Moscow,234,62000,2289.7697333211004,85,11,50,,12976,72479,46,2000,13,3.9
Mikale,55.7045892,37.6155262,Moscow,1283,62000,3230.0783002286307,85,7,63,,13664,83326,49,2300,0,4.5
Лунго,55.7673412,37.650634,Moscow,454,94000,1000.791238624646,85,10,145,,6385,109395,10,2000,1,3.7
Тим-кафе,55.8350887,37.5717187,Moscow,1055,71000,6504.604053559101,85,0,3,,10661,77583,18,1700,2,4.3
Август 13,55.8172791,37.5732127,Moscow,1414,71000,4529.3007044688475,85,4,16,,9845,85194,47,1800,5,4.1
Unknown,55.6738172,37.6195099,Moscow,483,62000,6452.18449639913,85,0,16,,9600,111035,35,2100,14,4.2
Иван-Чайное купе,55.7374913,37.6399608,Moscow,937,62000,745.2213169865782,85,13,137,,7814,106571,40,1700,8,4.6
МореКофеОкеан by Erwin,55.7448795,37.5658607,Moscow,1393,79000,111.65191658776148,85,18,38,,9320,102231,36,2300,1,3.6
Мох и кофе,55.6451962,37.7044391,Moscow,221,62000,10435.423238009063,85,3,5,,7825,84156,30,1900,3,3.8
Кофе для души,55.668329,37.5602643,Moscow,798,79000,8419.46066500974,85,0,15,,12926,90388,30,1800,2,4.1
Шоколадница,55.7826296,37.7246667,Moscow,461,94000,4418.467932943858,85,10,27,,5267,103068,16,2400,14,4.4
8/25,55.8024458,37.5916064,Moscow,1405,54000,2686.80533307653,85,7,87,,7710,116946,22,1900,4,3.7
Даблби,55.7827419,37.5986061,Moscow,917,54000,467.0787651293237,85,40,171,,7166,102278,31,1950,12,3.8
Sweet Space,55.6513912,37.5169987,Moscow,687,79000,10727.963249426579,85,1,31,,8672,100552,19,2000,13,4.4
Так сказала моя мама,55.7282466,37.6728949,Moscow,684,62000,2268.271296650975,85,2,28,,5925,120170,49,3500,7,3.9
The Crepes,55.7091513,37.6529253,Moscow,1162,62000,2626.228799587459,85,20,43,,7262,101246,36,3500,7,3.5
Жучки-паучки,55.8096825,37.5220603,Moscow,1366,71000,5310.257456858292,85,2,52,,10068,80908,17,1950,14,4.5
Unknown,55.8078934,37.5224988,Moscow,756,71000,5155.737883124523,85,7,60,,5360,80824,42,1800,2,3.5
Unknown,55.7070578,37.688886,Moscow,209,62000,4200.935136465306,85,2,22,,9976,67694,37,1950,9,4.1
Сациви,55.8233743,37.5209525,Moscow,1473,71000,6489.833050599622,85,3,9,,9199,65672,40,2300,11,3.5
Sue,55.7311148,37.6347627,Moscow,1121,62000,140.66099312069758,85,22,136,,7454,127740,43,3500,10,4.3
Lila Pastry,55.7694627,37.6324922,Moscow,1438,94000,1584.3419435211433,85,19,170,,5859,61755,29,2000,13,3.8
Пороселло,55.7707808,37.6787952,Moscow,861,94000,1597.388457076876,85,29,91,,9749,60168,30,1700,3,3.7
StBrown,55.8072294,37.6261018,Moscow,1210,54000,3481.823895220467,85,1,21,,5656,128710,43,1700,3,4.6
Баскин Роббинс,55.8152009,37.6003915,Moscow,760,54000,4026.6118024842117,85,6,12,,8091,63118,30,2300,0,3.6
Riverside,55.7237232,37.5872468,Moscow,406,79000,2650.183509206969,85,3,35,,12179,109069,27,2300,9,4.0
Сицилия,55.7289336,37.55866,Moscow,794,79000,1721.680909203485,85,3,39,,9662,74131,26,1800,11,4.2
Coffee Style,55.7251163,37.6430508,Moscow,762,62000,756.0262256844657,85,6,84,,13541,88165,41,1950,8,4.1
Buno cup,55.7710062,37.6486739,Moscow,710,94000,681.8246952440788,85,16,106,,5638,109228,48,2100,2,3.8
SeDelice,55.7680149,37.6476775,Moscow,1185,94000,999.0630560491353,85,14,151,,8787,75820,14,2100,8,4.4
Unknown,55.89865,37.5406843,Moscow,792,71000,13794.602371469207,85,3,5,,6286,64201,43,2000,0,3.7
The Фишка,55.7217067,37.610585,Moscow,1379,62000,1950.3412130892439,85,15,58,,7441,80333,39,3500,3,4.5
Чайхана,55.7187708,37.7858718,Moscow,1480,68000,9063.523991764469,85,4,17,,10435,77961,15,2400,14,4.5
Blender CoffeeVar,55.8169204,37.3732047,Moscow,224,71000,13903.546158512407,85,2,34,,5471,105125,41,3500,4,4.7
Gøg,55.7472154,37.6468305,Moscow,393,85000,1224.0801115629883,85,2,91,,8226,77381,10,3500,3,4.3
Le Procope Du Matin,55.7714116,37.6033447,Moscow,491,77000,732.0293107286386,85,15,151,,11897,96317,16,1950,10,4.4
Mates,55.7561278,37.5548684,Moscow,477,79000,1490.167740101954,85,10,51,,12895,79349,17,1950,9,4.7
Comme A Paris,55.7000516,37.5018579,Moscow,1061,79000,6286.329015736227,85,5,21,,11370,81495,27,3500,4,4.4
Фантазеры,55.6945368,37.5578876,Moscow,380,79000,5518.066082460485,85,6,20,,14283,79194,28,1950,8,4.7
Unknown,55.5520511,37.7025195,Moscow,371,62000,20318.57539835379,85,0,3,,8892,118516,49,2100,2,4.1
Аэроплан,55.7326893,37.6274778,Moscow,658,62000,625.0783324025781,85,13,145,,10066,91754,21,2400,12,3.8
Mastersuit,55.742568,37.5962643,Moscow,705,79000,1963.3571960916322,85,3,94,,9182,78245,35,2300,11,4.5
Даблби,55.7484345,37.5809749,Moscow,434,79000,1114.80384328552,85,13,62,,5977,112341,43,1900,0,4.5
Nicepricecafe,55.7338803,37.6274204,Moscow,204,62000,679.9275638209984,85,12,159,,8692,113160,14,1900,11,4.1
Unknown,55.7078813,37.6602575,Moscow,902,62000,2954.681830822169,85,8,41,,13784,111777,37,1700,2,4.7
БлондБрюн,55.7144888,37.672092,Moscow,1442,62000,2863.6210247359086,85,1,17,,5010,69800,17,1900,12,4.5
Самарканд,55.7150939,37.67392,Moscow,894,62000,2911.009025543599,85,2,17,,13406,104160,45,3500,2,3.6
Surf Coffee,55.6934428,37.5575734,Moscow,815,79000,5640.913918609889,85,5,21,,12319,91844,12,2400,6,3.5
The Coffee club,55.7381982,37.6246387,Moscow,361,62000,1113.3503183092732,85,10,140,,11267,97890,28,1800,4,4.3
Аэроплан,55.7373654,37.6400319,Moscow,983,62000,732.8105998579733,85,12,139,,11561,82590,19,1950,5,4.0
Cofix,55.7725586,37.6604716,Moscow,1453,94000,513.3594606437453,85,9,112,,14312,127501,11,1700,8,4.6
Султан,55.7468848,37.6798949,Moscow,1343,68000,1772.6702464569328,85,13,36,,9367,78134,42,2300,13,3.8
Meat Crew,55.773875,37.5776626,Moscow,363,71000,527.0983049212379,85,7,101,,10573,66807,24,1900,4,4.2
Eleven,55.7524617,37.6021251,Moscow,1264,89000,1004.2059601292633,85,22,123,,14337,126367,27,1700,5,4.4
B.Coffee,55.8541188,37.6369567,Moscow,667,54000,8633.605508746343,85,0,18,,5585,86037,14,3500,8,4.0
Айван,55.72801,37.6112621,Moscow,211,62000,1645.4891936370698,85,7,91,,6831,92370,27,2300,10,3.6
Mátes,55.7236532,37.6112051,Moscow,1010,62000,1810.0478169226426,85,11,71,,11583,79552,38,2000,8,3.6
Нейборс,55.8474344,37.6395974,Moscow,465,54000,7963.8873698378575,85,7,18,,10625,125527,21,1700,11,3.9
Unknown,55.8585666,37.5597024,Moscow,641,71000,9195.935301688265,85,1,7,,9785,95914,23,2300,14,3.6
Самарканд,55.8086779,37.3870593,Moscow,473,71000,12805.211199409554,85,0,10,,7888,102940,42,2300,5,4.2
Брусника,55.7371834,37.5883725,Moscow,729,79000,1647.7173795756587,85,19,57,,8475,128920,24,1700,3,3.6
Русалочка суши,55.7675042,37.6077166,Moscow,1411,77000,298.4420953706406,85,18,161,,5908,90747,19,1700,2,4.4
Fettucciamo,55.7608917,37.6323768,Moscow,712,85000,656.2865244029451,85,29,216,,13420,67273,16,3500,7,4.2
StandUp Cafe,55.7590995,37.6456363,Moscow,377,68000,808.0327446775689,85,30,212,,10452,91349,28,2400,8,4.6
Taam hummus bar,55.7597998,37.6470117,Moscow,733,68000,754.7146160583966,85,32,222,,14063,89893,32,1950,4,4.1
Афродита,55.8499469,37.3554613,Moscow,623,71000,16421.953834489228,85,0,14,,10640,126422,31,3500,10,4.2
Чайхана №5,55.6104685,37.7851409,Moscow,737,62000,16307.174661663486,85,1,1,,5585,97546,27,2100,2,4.1
Kaffebrod,55.7953498,37.4954065,Moscow,1494,71000,5902.98490445147,85,7,22,,5133,82797,42,2100,10,3.7
Cinnabon,55.8627076,37.4710192,Moscow,1192,71000,11859.089946221771,85,2,17,,11293,68372,27,2100,6,4.1
One&Double,55.7814111,37.7054706,Moscow,991,94000,3213.018987774597,85,10,50,,13130,117323,35,2300,2,4.6
"То, те хинкали",55.6883205,37.5698556,Moscow,1410,79000,6198.743302837212,85,7,31,,8340,113543,17,2100,9,4.0
